Review;Label;Sentiment;Domain
I have developed cognitive problems due to my Multiple Sclerosis and I need this site along with my reading for therapy.;Mis;Negative;Education    
I probably won't regain what I have lost, but I need to prevent any more loss.;Mis;Negative;Education    
I noticed that I was starting to have problems paying attention to anything and I started to use this app. I feel like it's really helping Love it;Mis;Positive;Education   
Great app to keep your brain exercised.  Just like you should exercise your body, you need to do the same with your brain.  This does that in a fun engaging way.;Mis;Positive;Education   
Fun games. Wish there was a greater variety for free for those of us on a limited income.;Mis;Positive;Education   
Play while push your brain to improve many aspects. Is awsome;Mis;Positive;Education   
Thanks for the challenge Fun and skill stretching;Mis;Positive;Education   
Fun games to teach some important stats that all should know.;Mis;Positive;Education   
I think this helps me focus and makes my memory of things more clear.;Mis;Positive;Education   
After suffering TBI no worries, full recovery , this app was recommended by one of my therapists.  It is a fun way to exercise cognitive skills. ;Mis;Negative;Education   
I would like it if it asked how I felt for each session, and provided reporting around the different states.  For a normal person, the unhappy face means you had a bad day, for someone with TBI, it can mean extreme pain, difficulty paying attention, double vision, and various other issues.  Needless to say, it would be nice to see my performance difference between my worst condition and my best.;Usa;Negative;Education    
Any time you can waste time and sharpen your mind at the same time is a good use of your wasted time;Mis;Negative;Education   
It is very educational but the reason I gave it four stars is because it should be open to all ages that appreciate learning. Lumos Labs really needs to work on that;Mis;Positive;Education    
Great app that gets your brain working.;Mis;Positive;Education   
Great mental workout;Mis;Positive;Education   
The games are fun and I mean I'm only 12 but why can't I play games 3  4. I want to know what these games are.;Mis;Neutral;Education    
They are fun games and the best part is to see how your performance improves with the practice. They look simple but they challenge your skills.;Mis;Positive;Education   
Good to get brain strength and help problem solving;Mis;Positive;Education   
I love this It really helps to improve your brain I feel the difference and lately I've been using it every day. Kind of games I've always liked play. I really believe in The app.;Mis;Positive;Education   
Fun app. Would be great if the free version can offer a few more games;Mis;Positive;Education   
It was fun and pretty good, but then it gets to the end of the 3 trials and it tells you that you have to pay money monthly to use the app. All the other games aside from the 3 trial ones are locked, so you can't even test them out.;Mis;Positive;Education    
Great brain trainers  I really like this app.;Mis;Positive;Education   
I've been using the app for a couple days now and I've had no problems as of right now. The only thing that annoys me is the fact that we have to do the workout around the same time each day. Sometimes I'm not available at that time the next day.;Mis;Negative;Education    
If you have absolutely  positively nothing to do for 5 minutes then this'll entertain you and make you think at the same time. A very constructive mental workout that will pass the time quickly.;Mis;Positive;Education    
Has helped me after my car accident. Couldn't remember details because of head injury. Am much better and improving every time I do this training;Mis;Negative;Education   
I think this app can really help me I'm in love with it Thank you for making it;Mis;Positive;Education   
I play these games first thing every morning, it does a better job waking me up than  coffee.;Mis;Positive;Education   
Lumosity has put some of my anxieties of having presenile dementia just by seeing that I scored well on the brain games that really test your cognitive abilities. Thanks Lumosity;Mis;Positive;Education   
Wow  What fun, think I'm hooked, and I think I see where I need to work.  I look forward to seeing what comes next.;Mis;Positive;Education   
I began playing these games to sharpen my brain skills for current use and to help offset my chances of getting Alzheimer's. ;Mis;Positive;Education   
I can attest that it sharpens my thinking right now and doing them in the morning helps my cognitive skills throughout the day. I recommend this for every age group but believe it is imperative for anyone over 45 years old. I bought this game for every member of my family include my 86 year old mother and 89 year old father. ;Mis;Negative;Education   
Brain skills can always be improved and taking 1015 minutes a day to do so is a negligible price to pay.;Mis;Positive;Education   
You guys should create a cause and effect game. Maybe in the style of a detective. Also, it would help to teach people with logic.;Mis;Positive;Education    
I just tried it for the first time and it's awesome Why waist my time with candy crush when I can play these games, they are just as much fun and I'm keeping my mind sharp;Mis;Positive;Education   
I love playing this game;Mis;Positive;Education   
Can u add a function of reset progress My friend play my Lumosity and did very good on one game. Then I couldn't follow her progress and it bothers me.;Mis;Positive;Education    
Excellent app to refresh your knowledge;Mis;Positive;Education   
Sick of this app but it's like a vampire that won't die. Every time I think I removed it from my iPhone, it reappears, someone's days or weeks later. So annoying. Hate it.;Mis;Negative;Education   
Strengthen your mind while taking a break during the day.;Mis;Positive;Education   
I love this app because you can learn and have at the same time;Mis;Positive;Education   
